Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld,P/E,P/B
Mo,1/21/19,36578.96,19.33M,19.409M,1.3488,25.4661,3.0873
Su,1/20/19,,,,,25.3322,3.0711
,,,,,,,
Sa,1/19/19,,,,,25.3172,3.0711
Fr,1/18/19,36386.61,21.403M,18.715M,1.3559,25.3172,3.0711
Th,1/17/19,36374.08,21.136M,18.004M,1.3564,25.3085,3.07
We,1/16/19,36321.29,16.872M,17.493M,1.357,25.2718,3.0656
Tu,1/15/19,36318.33,24.659M,17.478M,1.3571,25.2697,3.0653
Mo,1/14/19,35853.56,24.79M,16.704M,1.3747,24.9463,3.0261
Su,1/13/19,,,,,25.0551,3.0393
,,,,,,,
Sa,1/12/19,,,,,25.0551,3.0393
Fr,1/11/19,36009.84,18.728M,16.325M,1.3687,25.0551,3.0393
Th,1/10/19,36106.5,17.867M,16.435M,1.365,25.1223,3.0475
We,1/9/19,36212.91,20.896M,16.391M,1.361,25.1964,3.0564
Tu,1/8/19,35980.93,16.72M,16.427M,1.3698,25.0208,3.0369
Mo,1/7/19,35850.16,15.29M,16.49M,1.3748,24.9298,3.0258
Su,1/6/19,,,,,24.822,3.0127
,,,,,,,
Sa,1/5/19,,,,,24.822,3.0127
Fr,1/4/19,35695.1,16.346M,16.78M,1.3808,24.822,3.0127
Th,1/3/19,35513.71,17.911M,17.241M,1.3878,24.6959,2.9974
We,1/2/19,35891.52,15.16M,17.535M,1.3732,24.9586,3.0293
Tu,1/1/19,36254.57,24.03M,18.061M,1.3594,25.2111,3.06
Mo,12/31/18,36068.33,8.913M,17.735M,1.3665,25.586,3.1126
Su,12/30/18,,,,,25.5919,3.1133
,,,,,,,
Sa,12/29/18,,,,,25.5919,3.1133
Fr,12/28/18,36076.72,10.749M,18.446M,1.3662,25.5919,3.1133
Th,12/27/18,35807.28,13.458M,19.28M,1.3492,25.4008,3.0901
We,12/26/18,35649.94,16.658M,19.809M,1.3552,25.2892,3.0765
Tu,12/25/18,,,,,25.1617,3.061
Mo,12/24/18,35470.15,13.052M,19.972M,1.362,25.1617,3.061
Su,12/23/18,,,,,25.3545,3.0844
,,,,,,,
Sa,12/22/18,,,,,25.3545,3.0844
Fr,12/21/18,35742.07,19.101M,21.167M,1.3639,25.3545,3.0844
Th,12/20/18,36431.67,20.378M,21.494M,1.3381,25.8437,3.1439
We,12/19/18,36484.33,17.205M,22.92M,1.3362,25.8811,3.1485
Tu,12/18/18,36347.08,21.436M,23.658M,1.3412,25.7837,3.1366
Mo,12/17/18,36270.07,17.661M,23.541M,1.3441,25.7291,3.13
Su,12/16/18,,,,,25.5112,3.1035
,,,,,,,
Sa,12/15/18,,,,,25.5112,3.1035
Fr,12/14/18,35962.93,19.642M,23.683M,1.3555,25.5112,3.1035
Th,12/13/18,35929.64,23.255M,23.318M,1.3568,25.4876,3.1006
We,12/12/18,35779.07,22.334M,22.724M,1.3625,25.3808,3.0876
Tu,12/11/18,35150.01,23.046M,22.312M,1.3869,24.9346,3.0333
Mo,12/10/18,34959.72,19.141M,21.851M,1.3944,24.7996,3.0169
Su,12/9/18,,,,,25.3057,3.0785
,,,,,,,
Sa,12/8/18,,,,,25.3057,3.0785
Fr,12/7/18,35673.25,19.574M,22.029M,1.3665,25.3057,3.0785
Th,12/6/18,35312.13,23.255M,22.095M,1.3805,25.0496,3.0473
We,12/5/18,35884.41,21.392M,22.145M,1.3585,25.4555,3.0967
Tu,12/4/18,36134.31,19.113M,21.546M,1.3491,25.6328,3.1183
Mo,12/3/18,36241,30.965M,21.352M,1.3451,25.7085,3.1275
Su,12/2/18,,,,,25.6753,3.1235
,,,,,,,
Sa,12/1/18,,,,,25.6753,3.1235
Fr,11/30/18,36194.3,24.008M,20.463M,1.3469,25.6753,3.1235
Th,11/29/18,36170.41,41.767M,19.037M,1.3478,25.6584,3.1214
We,11/28/18,35716.95,28.283M,17.363M,1.3649,25.3367,3.0823
Tu,11/27/18,35513.14,19.679M,17.004M,1.3727,25.1921,3.0647
Mo,11/26/18,35354.08,19.785M,18.35M,1.3789,25.0793,3.0509
Su,11/25/18,,,,,24.8145,3.0188
,,,,,,,
Sa,11/24/18,,,,,24.8145,3.0188
Fr,11/23/18,,,,,24.8145,3.0188
Th,11/22/18,34981.02,14.175M,18.573M,1.3936,24.8145,3.0188
We,11/21/18,35199.8,14.342M,19.409M,1.3849,24.9697,3.0376
Tu,11/20/18,35474.51,16.157M,19.538M,1.3742,25.1646,3.0613
Mo,11/19/18,35774.88,16.133M,20.386M,1.3627,25.3777,3.0873
Su,11/18/18,,,,,25.1523,3.0598
,,,,,,,
Sa,11/17/18,,,,,25.1523,3.0598
Fr,11/16/18,35457.16,21.81M,20.781M,1.3749,25.1523,3.0598
Th,11/15/18,35260.54,20.564M,20.522M,1.3825,25.0128,3.0429
We,11/14/18,35141.99,23.999M,20.455M,1.4113,24.9287,3.0326
Tu,11/13/18,35144.49,12.414M,19.729M,1.4112,24.9305,3.0329
Mo,11/12/18,34812.99,16.205M,20.075M,1.4246,24.6953,3.0042
Su,11/11/18,,,,,24.9405,3.0341
,,,,,,,
Sa,11/10/18,,,,,24.9405,3.0341
Fr,11/9/18,35158.55,17.63M,20.095M,1.4106,24.9405,3.0341
Th,11/8/18,,,,,24.9966,3.0409
We,11/7/18,35237.68,2.619M,20.135M,1.4075,24.9966,3.0409
Tu,11/6/18,34991.91,16.658M,20.844M,1.4173,24.8223,3.0197
Mo,11/5/18,34950.92,22.898M,20.463M,1.3286,24.7932,3.0162
Su,11/4/18,,,,,24.8363,3.0214
,,,,,,,
Sa,11/3/18,,,,,24.8363,3.0214
Fr,11/2/18,35011.65,39.857M,21.088M,1.3169,24.8363,3.0214
Th,11/1/18,34431.97,23.136M,20.539M,1.3391,24.4251,2.9714
We,10/31/18,34442.05,26.722M,20.675M,1.3387,24.4322,2.9722
Tu,10/30/18,33891.13,16.276M,20.972M,1.3605,24.0414,2.9247
Mo,10/29/18,34067.4,28.878M,21.289M,1.3534,24.1664,2.9399
Su,10/28/18,,,,,23.6571,2.8779
,,,,,,,
Sa,10/27/18,,,,,23.6571,2.8779
Fr,10/26/18,33349.31,22.045M,20.881M,1.3871,23.6571,2.8779
Th,10/25/18,33690.09,17.935M,20.881M,1.373,23.8988,2.9073
We,10/24/18,34033.96,19.549M,21.409M,1.3514,24.1427,2.937
Tu,10/23/18,33847.23,13.122M,21.574M,1.3589,24.0102,2.9209
Mo,10/22/18,34134.38,17.593M,22.267M,1.3459,24.2139,2.9457
Su,10/21/18,,,,,24.3414,2.9613
,,,,,,,
Sa,10/20/18,,,,,24.3414,2.9613
Fr,10/19/18,34315.63,16.509M,22.322M,1.3388,24.3414,2.9613
Th,10/18/18,,,,,24.6705,3.0014
We,10/17/18,34779.58,18.233M,22.724M,1.3209,24.6705,3.0014
Tu,10/16/18,35162.48,13.25M,22.918M,1.3065,24.9421,3.0344
Mo,10/15/18,34865.1,10.945M,23.638M,1.3177,24.7312,3.0087
Su,10/14/18,,,,,24.6379,2.9974
,,,,,,,
Sa,10/13/18,,,,,24.6379,2.9974
Fr,10/12/18,34733.58,32.264M,25.736M,1.3227,24.6379,2.9974
Th,10/11/18,34001.15,31.635M,24.477M,1.3512,24.1003,2.9342
We,10/10/18,34760.89,25.176M,23.117M,1.3216,24.6388,2.9998
Tu,10/9/18,34299.47,31.176M,22.045M,1.3394,24.3118,2.9599
Mo,10/8/18,34474.38,21.029M,20.806M,1.3326,24.4358,2.975
Su,10/7/18,,,,,24.3667,2.9666
,,,,,,,
Sa,10/6/18,,,,,24.3667,2.9666
Fr,10/5/18,34376.99,22.753M,20.335M,1.3364,24.3667,2.9666
Th,10/4/18,35169.16,22.042M,19.637M,1.3063,24.9282,3.035
We,10/3/18,35975.63,25.857M,19.576M,1.277,25.4999,3.1046
Tu,10/2/18,,,,,25.8901,3.1521
Mo,10/1/18,36526.14,22.027M,19.141M,1.2578,25.8901,3.1521
Su,9/30/18,,,,,26.6933,3.3608
,,,,,,,
Sa,9/29/18,,,,,26.6933,3.3608
Fr,9/28/18,36227.14,23.522M,18.312M,1.2681,26.6933,3.3608
Th,9/27/18,36324.17,18.418M,17.764M,1.2647,26.7648,3.3698
We,9/26/18,36542.27,22.533M,17.396M,1.2572,26.9255,3.39
Tu,9/25/18,36652.06,21.149M,16.741M,1.2534,27.0064,3.4002
Mo,9/24/18,36305.02,24.048M,16.568M,1.2654,26.7507,3.368
Su,9/23/18,,,,,27.1461,3.4178
,,,,,,,
Sa,9/22/18,,,,,27.1461,3.4178
Fr,9/21/18,36841.6,42.414M,15.705M,1.2401,27.1461,3.4178
Th,9/20/18,,,,,27.3521,3.4437
We,9/19/18,37121.22,13.381M,13.665M,1.2308,27.3521,3.4437
Tu,9/18/18,37290.67,11.237M,13.451M,1.221,27.4769,3.4594
Mo,9/17/18,37585.51,9.085M,13.445M,1.2114,27.6942,3.4868
Su,9/16/18,,,,,28.0664,3.5337
,,,,,,,
Sa,9/15/18,,,,,28.0664,3.5337
Fr,9/14/18,38090.64,12.588M,13.574M,1.1996,28.0664,3.5337
Th,9/13/18,,,,,27.7918,3.4991
We,9/12/18,37717.96,13.973M,13.494M,1.2115,27.7918,3.4991
Tu,9/11/18,37413.13,12.276M,13.175M,1.2213,27.5867,3.4708
Mo,9/10/18,37922.17,21.139M,13.168M,1.205,27.962,3.518
Su,9/9/18,,,,,28.3068,3.5614
,,,,,,,
Sa,9/8/18,,,,,28.3068,3.5614
Fr,9/7/18,38389.82,19.32M,12.446M,1.1935,28.3068,3.5614
Th,9/6/18,38242.81,9.592M,12.05M,1.198,28.1984,3.5478
We,9/5/18,38018.31,15.304M,12.181M,1.2033,28.0329,3.5269
Tu,9/4/18,38157.92,12.894M,11.945M,1.1989,28.1358,3.5399
Mo,9/3/18,38312.52,12.715M,12.157M,1.1941,28.2498,3.5542
Su,9/2/18,,,,,28.4851,3.5851
,,,,,,,
Sa,9/1/18,,,,,28.4851,3.5851
Fr,8/31/18,38645.07,18.557M,12.361M,1.1838,28.4851,3.5851
Th,8/30/18,38690.1,11.101M,11.771M,1.1824,28.5182,3.5893
We,8/29/18,38722.93,11.816M,12.125M,1.1814,28.5424,3.5923
Tu,8/28/18,38896.63,10.164M,12.189M,1.1762,28.6705,3.6084
Mo,8/27/18,38694.11,11.144M,12.735M,1.1823,28.5212,3.5896
Su,8/26/18,,,,,28.1933,3.5486
,,,,,,,
Sa,8/25/18,,,,,28.1933,3.5486
Fr,8/24/18,38251.8,11.034M,12.796M,1.196,28.1933,3.5486
Th,8/23/18,38336.76,11.375M,13.165M,1.168,28.2559,3.5565
We,8/22/18,,,,,28.2183,3.5518
Tu,8/21/18,38285.75,9.194M,13.364M,1.1695,28.2183,3.5518
Mo,8/20/18,38278.75,12.171M,13.716M,1.1697,28.2131,3.5511
Su,8/19/18,,,,,27.9693,3.5204
,,,,,,,
Sa,8/18/18,,,,,27.9693,3.5204
Fr,8/17/18,37947.88,10.311M,13.918M,1.1799,27.9693,3.5204
Th,8/16/18,37663.56,13.371M,14.456M,1.1888,27.7597,3.494
We,8/15/18,,,,,27.8986,3.5115
Tu,8/14/18,37852,11.558M,14.321M,1.1829,27.8986,3.5115
Mo,8/13/18,37644.9,11.766M,14.351M,1.1811,27.746,3.4923
Su,8/12/18,,,,,27.9099,3.5131
,,,,,,,
Sa,8/11/18,,,,,27.9099,3.5131
Fr,8/10/18,37869.23,16.075M,14.118M,1.1741,27.9099,3.5131
Th,8/9/18,38024.37,15.779M,14.164M,1.1693,28.0242,3.5275
We,8/8/18,37887.56,9.707M,13.757M,1.1735,27.9234,3.5148
Tu,8/7/18,37665.8,16.411M,14.38M,1.1804,27.76,3.4942
Mo,8/6/18,37691.89,12.783M,13.918M,1.1796,27.7792,3.4967
Su,8/5/18,,,,,27.6792,3.4841
,,,,,,,
Sa,8/4/18,,,,,27.6792,3.4841
Fr,8/3/18,37556.16,18.344M,13.727M,1.2231,27.6792,3.4841
Th,8/2/18,37165.16,12.059M,13.326M,1.236,27.391,3.4478
We,8/1/18,37521.62,16.566M,13.367M,1.2167,27.6537,3.4809
Tu,7/31/18,37606.58,14.364M,12.908M,1.214,27.7149,3.4887
Mo,7/30/18,37494.4,14.477M,12.557M,1.2176,27.6323,3.4783
Su,7/29/18,,,,,27.7204,3.4637
,,,,,,,
Sa,7/28/18,,,,,27.7204,3.4637
Fr,7/27/18,37336.85,15.208M,12.169M,1.2227,27.7204,3.4637
Th,7/26/18,36984.64,18.379M,12.159M,1.2344,27.4589,3.431
We,7/25/18,36858.23,11.339M,12.262M,1.2371,27.2744,3.4193
Tu,7/24/18,36825.1,12.01M,12.327M,1.2382,27.2499,3.4162
Mo,7/23/18,36718.6,8.263M,12.053M,1.2418,27.1711,3.4064
Su,7/22/18,,,,,27.0066,3.3857
,,,,,,,
Sa,7/21/18,,,,,27.0066,3.3857
Fr,7/20/18,36496.37,16.775M,12.519M,1.2494,27.0066,3.3857
Th,7/19/18,36351.23,9.668M,14.002M,1.2544,26.8992,3.3723
We,7/18/18,36373.44,19.049M,14.248M,1.2466,26.9157,3.3743
Tu,7/17/18,36519.96,9.479M,13.749M,1.2395,27.0241,3.3879
Mo,7/16/18,36323.77,9.918M,13.908M,1.2448,26.8789,3.3697
Su,7/15/18,,,,,27.066,3.3899
,,,,,,,
Sa,7/14/18,,,,,27.066,3.3899
Fr,7/13/18,36541.63,12.332M,14.062M,1.2374,27.066,3.3899
Th,7/12/18,36548.41,12.674M,14.257M,1.2402,27.071,3.3906
We,7/11/18,36265.93,9.677M,17.694M,1.2473,26.8643,3.3644
Tu,7/10/18,36239.62,9.101M,17.749M,1.2697,26.8448,3.3619
Mo,7/9/18,35934.72,8.657M,17.763M,1.2804,26.619,3.3336
Su,7/8/18,,,,,26.4139,3.308
,,,,,,,
Sa,7/7/18,,,,,26.4139,3.308
Fr,7/6/18,35657.86,15.06M,17.737M,1.2904,26.4139,3.308
Th,7/5/18,35574.55,19.923M,17.355M,1.2934,26.3522,3.3002
We,7/4/18,35645.4,12.315M,16.701M,1.2876,26.4047,3.3068
Tu,7/3/18,35378.6,7.901M,16.698M,1.2973,26.207,3.2821
Mo,7/2/18,35264.41,15.257M,16.933M,1.3015,25.9837,3.241
Su,7/1/18,,,,,26.1009,3.2557
,,,,,,,
Sa,6/30/18,,,,,26.1009,3.2557
Fr,6/29/18,35423.48,39.017M,16.677M,1.2957,26.1009,3.2557
Th,6/28/18,35037.64,13.354M,14.756M,1.31,25.8166,3.2202
We,6/27/18,35217.11,11.568M,14.475M,1.3033,25.9488,3.2367
Tu,6/26/18,35490.04,11.869M,14.4M,1.2887,26.1305,3.2618
Mo,6/25/18,35470.35,12.228M,14.185M,1.2894,26.1165,3.26
Su,6/24/18,,,,,26.236,3.2801
,,,,,,,
Sa,6/23/18,,,,,26.236,3.2801
Fr,6/22/18,35689.6,15.247M,15.388M,1.2815,26.236,3.2801
Th,6/21/18,35432.39,64.238M,15.19M,1.2908,26.0466,3.2565
We,6/20/18,35547.33,10.5M,12.479M,1.2825,26.1311,3.267
Tu,6/19/18,35286.74,9.302M,12.524M,1.292,25.9395,3.2431
Mo,6/18/18,35548.26,8.277M,12.484M,1.2825,26.1318,3.2671
Su,6/17/18,,,,,26.1861,3.2739
,,,,,,,
Sa,6/16/18,,,,,26.1861,3.2739
Fr,6/15/18,35622.14,9.323M,12.697M,1.1815,26.1861,3.2739
Th,6/14/18,35599.82,10.112M,12.784M,1.1849,26.1697,3.2719
We,6/13/18,35739.16,12.276M,13.194M,1.0939,26.2721,3.2847
Tu,6/12/18,35692.52,11.42M,13.147M,1.0953,26.2378,3.2804
Mo,6/11/18,35483.47,11.421M,13.21M,1.1017,26.113,3.2612
Su,6/10/18,,,,,26.0837,3.2575
,,,,,,,
Sa,6/9/18,,,,,26.0837,3.2575
Fr,6/8/18,35443.67,10.2M,12.896M,1.103,26.0837,3.2575
Th,6/7/18,35463.08,9.149M,12.87M,1.1024,26.098,3.2593
We,6/6/18,35178.88,10.439M,13.012M,1.1113,25.8888,3.2332
Tu,6/5/18,34903.21,8.643M,13.063M,1.1201,25.6859,3.2078
Mo,6/4/18,35011.89,30.277M,13.311M,1.1166,25.7659,3.2178
Su,6/3/18,,,,,25.9244,3.2376
,,,,,,,
Sa,6/2/18,,,,,25.9244,3.2376
Fr,6/1/18,35227.26,12.268M,11.911M,1.1082,25.9244,3.2376
Th,5/31/18,35322.38,23.582M,11.707M,1.1052,26.0162,3.2525
We,5/30/18,34906.11,11.174M,10.717M,1.1043,25.7096,3.2141
Tu,5/29/18,34949.24,8.704M,10.618M,1.1311,25.6286,3.1984
Mo,5/28/18,35165.48,11.465M,11.012M,1.1241,25.6335,3.2182
Su,5/27/18,,,,,25.4968,3.1962
,,,,,,,
Sa,5/26/18,,,,,25.4968,3.1962
Fr,5/25/18,34924.87,10.624M,11.116M,1.1319,25.4968,3.1962
Th,5/24/18,34663.11,16.272M,10.944M,1.1304,25.2465,3.1722
We,5/23/18,34344.91,11.565M,10.386M,1.1409,25.0163,3.1431
Tu,5/22/18,34651.24,12.36M,10.214M,1.1308,25.2185,3.1712
Mo,5/21/18,34616.13,6.717M,9.861M,1.1319,24.3767,3.1806
Su,5/20/18,,,,,24.223,3.2019
,,,,,,,
Sa,5/19/18,,,,,24.223,3.2019
Fr,5/18/18,34848.3,9.811M,10.527M,1.1244,24.223,3.2019
Th,5/17/18,35149.12,11.28M,10.558M,1.1148,24.4289,3.2296
We,5/16/18,35387.88,11.209M,10.336M,1.1072,24.549,3.2515
Tu,5/15/18,35543.94,12.356M,10.17M,1.1024,24.8769,3.23
Mo,5/14/18,35556.71,9.28M,10.002M,1.102,24.8857,3.2311
Su,5/13/18,,,,,24.8802,3.2293
,,,,,,,
Sa,5/12/18,,,,,24.8802,3.2293
Fr,5/11/18,35535.79,9.21M,10.082M,1.1026,24.8802,3.2293
Th,5/10/18,35246.27,8.733M,9.99M,1.1117,24.6775,3.203
We,5/9/18,35319.35,9.69M,9.977M,1.1094,24.7204,3.2096
Tu,5/8/18,35216.32,14.612M,10.045M,1.1126,24.6478,3.2002
Mo,5/7/18,35208.14,13.019M,9.557M,1.1129,24.6421,3.1994
Su,5/6/18,,,,,23.703,3.1728
,,,,,,,
Sa,5/5/18,,,,,23.703,3.1728
Fr,5/4/18,34915.38,8.043M,9.265M,1.1222,23.703,3.1728
Th,5/3/18,35103.14,7.902M,9.183M,1.1162,23.8304,3.1899
We,5/2/18,35176.42,8.982M,9.294M,1.1139,23.8824,3.1966
Tu,5/1/18,,,,,23.9096,3.1951
Mo,4/30/18,35160.36,7.071M,9.631M,1.1144,23.912,3.1951
Su,4/29/18,,,,,23.8351,3.1778
,,,,,,,
Sa,4/28/18,,,,,23.8351,3.1778
Fr,4/27/18,34969.7,16.707M,11.731M,1.1205,23.8351,3.1778
Th,4/26/18,34713.6,10.27M,11.357M,1.1287,23.6356,3.1545
We,4/25/18,34501.27,7.955M,11.428M,1.1357,23.3921,3.1352
Tu,4/24/18,34616.64,8.714M,11.562M,1.1319,23.4539,3.1455
Mo,4/23/18,34450.77,9.846M,11.743M,1.1374,23.3382,3.1304
Su,4/22/18,,,,,23.3134,3.1272
,,,,,,,
Sa,4/21/18,,,,,23.3739,3.1272
Fr,4/20/18,34415.58,10.476M,11.609M,1.1385,23.3946,3.1272
Th,4/19/18,34427.29,7.829M,11.759M,1.1381,23.4025,3.1283
We,4/18/18,34331.68,8.541M,12.278M,1.1413,23.3424,3.1196
Tu,4/17/18,34395.06,10.711M,12.835M,1.1392,23.3839,3.1254
Mo,4/16/18,34305.43,7.291M,12.908M,1.1422,23.3226,3.1172
Su,4/15/18,,,,,23.256,3.107
,,,,,,,
Sa,4/14/18,,,,,23.256,3.107
Fr,4/13/18,34192.65,8.632M,13.308M,1.1459,23.256,3.107
Th,4/12/18,34101.13,6.826M,13.424M,1.149,23.1814,3.0987
We,4/11/18,33940.44,9.558M,13.977M,1.1545,23.1213,3.0841
Tu,4/10/18,33880.25,14.038M,14.013M,1.1565,23.0806,3.0786
Mo,4/9/18,33788.54,38.571M,13.949M,1.1596,23.0174,3.0703
Su,4/8/18,,,,,22.8989,3.0556
,,,,,,,
Sa,4/7/18,,,,,22.8883,3.0556
Fr,4/6/18,33626.97,11.091M,12.562M,1.1652,22.8886,3.0556
Th,4/5/18,33596.8,11.349M,12.465M,1.1663,22.875,3.0528
We,4/4/18,33019.07,9.964M,12.691M,1.1867,22.4801,3.0003
Tu,4/3/18,33370.63,11.424M,12.868M,1.1742,22.7192,3.0323
Mo,4/2/18,33255.36,7.841M,12.67M,1.1782,22.6427,3.0218
Su,4/1/18,,,,,22.5209,2.9958
,,,,,,,
Sa,3/31/18,,,,,25.4352,3.0272
Fr,3/30/18,,,,,25.4352,3.0272
Th,3/29/18,,,,,25.4352,3.0272
We,3/28/18,32968.68,12.715M,13.215M,1.1921,25.4352,3.0272
Tu,3/27/18,33174.39,15.626M,13.104M,1.1847,25.5939,3.0461
Mo,3/26/18,33066.41,16.896M,12.879M,1.1932,25.5106,3.0362
Su,3/25/18,,,,,25.1481,2.9931
,,,,,,,
Sa,3/24/18,,,,,25.1481,2.9931
Fr,3/23/18,32596.54,11.798M,12.912M,1.2104,25.1481,2.9931
Th,3/22/18,33006.27,13.285M,12.9M,1.1954,25.4642,3.0307
We,3/21/18,33136.18,10.373M,12.839M,1.1882,25.6051,3.0426
Tu,3/20/18,32996.76,15.123M,13.02M,1.1932,25.4973,3.0298
Mo,3/19/18,32923.12,10.098M,12.59M,1.1958,25.4404,3.023
Su,3/18/18,,,,,25.6358,3.0463
,,,,,,,
Sa,3/17/18,,,,,25.6358,3.0463
Fr,3/16/18,33176,13.08M,13.407M,1.1915,25.6358,3.0463
Th,3/15/18,33685.54,17.766M,13.348M,1.1085,26.0297,3.093
We,3/14/18,33835.74,9.633M,13.375M,1.1036,26.1458,3.1068
Tu,3/13/18,33856.78,14.749M,14.05M,1.1764,26.162,3.1088
Mo,3/12/18,33917.94,12.619M,14.305M,1.1742,26.2093,3.1144
Su,3/11/18,,,,,25.7373,3.0583
,,,,,,,
Sa,3/10/18,,,,,25.7373,3.0583
Fr,3/9/18,33307.14,8.456M,14.704M,1.1958,25.7373,3.0583
Th,3/8/18,33351.57,16.01M,15.036M,1.1942,25.7716,3.0624
We,3/7/18,33033.09,11.047M,15.422M,1.2057,25.5255,3.0331
Tu,3/6/18,33317.2,12.248M,15.754M,1.1954,25.7451,3.0592
Mo,3/5/18,33746.78,17.403M,15.986M,1.1802,26.077,3.0987
Su,3/4/18,,,,,26.309,3.1262
,,,,,,,
Sa,3/3/18,,,,,26.309,3.1262
Fr,3/2/18,,,,,26.309,3.1262
Th,3/1/18,34046.94,11.608M,17.278M,1.1698,26.309,3.1262
We,2/28/18,34184.04,12.369M,17.406M,1.1651,26.2838,3.1388
Tu,2/27/18,34346.39,13.1M,18.153M,1.1596,26.4086,3.1537
Mo,2/26/18,34445.75,8.67M,18.891M,1.1562,26.485,3.1628
Su,2/25/18,,,,,26.2516,3.135
,,,,,,,
Sa,2/24/18,,,,,26.2516,3.135
Fr,2/23/18,34142.15,22.348M,19.553M,1.1665,26.2516,3.135
Th,2/22/18,33819.5,12.2M,19.797M,1.1777,26.0035,3.1053
We,2/21/18,33844.86,18.159M,19.734M,1.1768,26.023,3.1077
Tu,2/20/18,33703.59,19.761M,19.769M,1.1817,25.9144,3.0947
Mo,2/19/18,33774.66,18.578M,19.61M,1.1792,25.9691,3.1012
Su,2/18/18,,,,,26.1506,3.1229
,,,,,,,
Sa,2/17/18,,,,,26.1506,3.1229
Fr,2/16/18,34010.76,18.612M,19.413M,1.171,26.1506,3.1229
Th,2/15/18,34297.47,13.423M,19.908M,1.1612,26.371,3.1492
We,2/14/18,34155.95,21.798M,20.869M,1.1564,26.2622,3.1362
Tu,2/13/18,,,,,26.3733,3.1495
Mo,2/12/18,34300.47,16.04M,20.358M,1.1515,26.3733,3.1495
Su,2/11/18,,,,,26.1467,3.1224
,,,,,,,
Sa,2/10/18,,,,,26.1467,3.1224
Fr,2/9/18,34005.76,15.728M,21.709M,1.1615,26.1467,3.1224
Th,2/8/18,34413.16,36.781M,21.739M,1.1477,26.46,3.1599
We,2/7/18,34082.71,13.518M,21.693M,1.1494,26.2059,3.1295
Tu,2/6/18,34195.94,23.581M,24.48M,1.1445,26.293,3.1399
Mo,2/5/18,34757.16,24.166M,23.908M,1.126,26.7245,3.1914
Su,2/4/18,,,,,26.9627,3.2199
,,,,,,,
Sa,2/3/18,,,,,26.9627,3.2199
Fr,2/2/18,35066.75,18.599M,22.831M,1.116,26.9627,3.2199
Th,2/1/18,35906.66,26.006M,22.141M,1.0899,27.6085,3.297
We,1/31/18,35965.02,11.257M,20.991M,1.0882,27.6534,3.3023
Tu,1/30/18,36033.73,18.696M,21.006M,1.0825,27.7062,3.3087
Mo,1/29/18,36283.25,17.376M,20.686M,1.0661,27.8981,3.3316
Su,1/28/18,,,,,27.7191,3.3102
,,,,,,,
Sa,1/27/18,,,,,27.7191,3.3102
Fr,1/26/18,,,,,27.7191,3.3102
Th,1/25/18,36050.44,15.616M,20.542M,1.073,27.7191,3.3102
We,1/24/18,36161.64,26.043M,20.222M,1.0697,27.8046,3.3204
Tu,1/23/18,36139.98,27.824M,19.108M,1.0703,27.7879,3.3184
Mo,1/22/18,35798.01,14.144M,17.982M,1.0806,27.525,3.287
Su,1/21/18,,,,,27.3142,3.2607
,,,,,,,
Sa,1/20/18,,,,,27.3048,3.2607
Fr,1/19/18,35511.58,36.304M,17.555M,1.0886,27.3087,3.2607
Th,1/18/18,35260.29,16.174M,15.966M,1.0963,27.1155,3.2376
We,1/17/18,35081.82,36.094M,15.541M,1.1019,26.9784,3.2213
Tu,1/16/18,34771.05,55.313M,13.88M,1.1118,26.7393,3.1927
Mo,1/15/18,34843.51,15.002M,11.08M,1.1094,26.8139,3.1994
Su,1/14/18,,,,,26.6158,3.1763
,,,,,,,
Sa,1/13/18,,,,,26.6158,3.1763
Fr,1/12/18,34592.39,8.017M,10.611M,1.1175,26.6158,3.1763
Th,1/11/18,34503.49,8.25M,10.758M,1.1204,26.5474,3.1681
We,1/10/18,34433.07,8.753M,10.696M,1.1227,26.4932,3.1617
Tu,1/9/18,34443.19,11.481M,11.528M,1.1223,26.501,3.1626
Mo,1/8/18,34352.79,13.903M,12.215M,1.1253,26.4315,3.1543
Su,1/7/18,,,,,26.2784,3.136
,,,,,,,
Sa,1/6/18,,,,,26.2784,3.136
Fr,1/5/18,34153.85,15.203M,12.948M,1.1317,26.2784,3.136
Th,1/4/18,33969.64,10.819M,12.703M,1.1378,26.1367,3.1191
We,1/3/18,33793.38,9.333M,13.668M,1.1437,26.001,3.1029
Tu,1/2/18,33812.26,10.946M,13.609M,1.1431,26.0156,3.1047
Mo,1/1/18,33812.75,7.739M,13.709M,1.1431,26.016,3.1047
Su,12/31/17,,,,,26.0801,3.1866
,,,,,,,
Sa,12/30/17,,,,,26.0801,3.1866
Fr,12/29/17,34056.83,12.457M,14.166M,1.1349,26.0801,3.1866
Th,12/28/17,33848.03,9.81M,13.988M,1.1419,25.9202,3.1671
We,12/27/17,33911.81,11.172M,13.995M,1.1397,25.9691,3.173
Tu,12/26/17,34010.61,13.311M,13.842M,1.1364,26.0448,3.1823
Mo,12/25/17,,,,,25.9909,3.1757
Su,12/24/17,,,,,25.9909,3.1757
,,,,,,,
Sa,12/23/17,,,,,25.9909,3.1757
Fr,12/22/17,33940.3,7.966M,13.615M,1.1388,25.991,3.1757
Th,12/21/17,33756.28,10.231M,13.719M,1.145,25.85,3.1585
We,12/20/17,33777.38,7.314M,13.546M,1.1443,25.8662,3.1605
